regime,step,eta,tol,loss,delta,prediction_diff_coupled_decoupled,update_diff_coupled_decoupled,rank,rank_1e-14,rank_1e-12,rank_1e-10,direction_change,polar_method,s_tail_1,s_tail_2,s_tail_3,s_tail_4,s_tail_5,s_tail_6,s_tail_7,s_tail_8,s_tail_9,s_tail_10,gradient_probe_1,gradient_probe_2,gradient_probe_3,gradient_probe_4,direction_probe_1,direction_probe_2,direction_probe_3,direction_probe_4
decoupled,5,0.1,1e-12,6.4072392054757215,5.797684158039777e-07,0.0,9.829785173078699e-15,998,998,998,998,1.0396188237850748e-07,svd,1.0686336840204574e-17,0.00025015046967346243,0.00025015046967346276,0.00025015046967346286,0.0002501504696734631,0.0002501504696734631,0.0002501504696734632,0.00025015046967346324,0.00025015046967346324,0.00025015046967346324,0.000550769424066318,0.0008420824873549513,5.634407100661125e-05,-0.0005668175803922479,0.0005401818261569296,0.0013798928865853904,-0.0004580801586261883,0.000196796808877613
coupled,5,0.1,1e-12,6.4072392054757215,5.797684158039777e-07,0.0,9.829785173078699e-15,998,998,998,998,1.0396188293059077e-07,svd,2.2826772419775066e-18,0.00025015046967346227,0.00025015046967346254,0.0002501504696734629,0.00025015046967346313,0.00025015046967346313,0.0002501504696734634,0.00025015046967346346,0.0002501504696734635,0.0002501504696734636,0.0018198219032215593,0.0005178833773059154,-0.0014673545673593402,0.0006710064465771353,-0.0007693085359775536,0.0006401947171585421,0.00015163723514080086,0.0008076276859801414
decoupled,97,0.1,1e-12,0.059179731389921296,0.0003709301434426937,6.661338147750939e-16,1.0419964428093291e-14,998,998,998,998,2.1074769570201734e-07,svd,9.868578058073872e-18,1.4472371926992325e-05,1.4472371926992335e-05,1.4472371926992354e-05,1.4472371926992364e-05,1.4472371926992367e-05,1.4472371926992393e-05,1.4472371926992398e-05,1.4472371926992401e-05,1.4472371926992405e-05,0.0005509835870820701,0.0008429066574456312,5.591102395905693e-05,-0.0005662922000637369,0.0005401948987283316,0.001379878132397032,-0.0004580841946930821,0.0001967881030788951
coupled,97,0.1,1e-12,0.059179731389921275,0.00037093014344335984,6.661338147750939e-16,1.0419964428093291e-14,998,998,998,998,2.1074769560559572e-07,svd,1.0221171676242404e-17,1.4472371926992266e-05,1.4472371926992317e-05,1.4472371926992327e-05,1.4472371926992332e-05,1.4472371926992383e-05,1.4472371926992386e-05,1.4472371926992425e-05,1.4472371926992428e-05,1.4472371926992432e-05,0.0018181118595763982,0.0005182337395158428,-0.0014663601107939147,0.0006713723766459986,-0.0007693139578637345,0.0006402070654464408,0.00015163937104010195,0.0008076292760353942
decoupled,98,0.1,1e-12,0.053694715387312936,0.0003428372860503348,9.992007221626409e-16,1.0443235312251676e-14,998,998,998,998,2.0825493631101823e-07,svd,2.6725587936236426e-18,1.316781233156091e-05,1.3167812331560914e-05,1.3167812331560928e-05,1.3167812331560928e-05,1.316781233156094e-05,1.3167812331560951e-05,1.3167812331560956e-05,1.3167812331560956e-05,1.3167812331560956e-05,0.0005509870940285683,0.0008429199673948627,5.590393704505532e-05,-0.0005662840311108262,0.000540195068329695,0.0013798779409315593,-0.00045808424703333323,0.00019678799015538786
coupled,98,0.1,1e-12,0.05369471538731292,0.0003428372860506679,9.992007221626409e-16,1.0443235312251676e-14,998,998,998,998,2.0825493631707245e-07,svd,2.8083871156654435e-18,1.3167812331560931e-05,1.3167812331560943e-05,1.3167812331560943e-05,1.3167812331560943e-05,1.3167812331560948e-05,1.3167812331560948e-05,1.3167812331560963e-05,1.3167812331560983e-05,1.3167812331560989e-05,0.0018180846121729898,0.0005182393026320704,-0.001466344585113342,0.0006713784538543625,-0.0007693140282230257,0.0006402072256680227,0.0001516393988109321,0.0008076292966259813
decoupled,99,0.1,1e-12,0.04870577082588025,0.00031652443883378734,3.3306690738754696e-16,1.010355630865668e-14,998,998,998,998,2.0590940067832962e-07,svd,4.858469452541923e-18,1.1974882975962196e-05,1.19748829759622e-05,1.1974882975962213e-05,1.1974882975962265e-05,1.1974882975962284e-05,1.1974882975962296e-05,1.1974882975962318e-05,1.1974882975962343e-05,1.1974882975962365e-05,0.0005509905153503313,0.0008429329613121207,5.589702267403237e-05,-0.000566276040181551,0.0005401952360188911,0.0013798777516189767,-0.0004580842987822457,0.00019678787850433644
coupled,99,0.1,1e-12,0.048705770825880235,0.0003165244388341204,3.3306690738754696e-16,1.010355630865668e-14,998,998,998,998,2.0590940045629404e-07,svd,5.1639251136101545e-18,1.1974882975962223e-05,1.1974882975962223e-05,1.1974882975962252e-05,1.1974882975962262e-05,1.1974882975962265e-05,1.1974882975962277e-05,1.1974882975962309e-05,1.1974882975962328e-05,1.197488297596236e-05,0.0018180579918478405,0.0005182447384174532,-0.0014663294006714875,0.0006713843784942335,-0.0007693140977894383,0.0006402073840843736,0.00015163942627027796,0.000807629316982981
decoupled,100,0.1,1e-12,0.04417018619704184,0.00029193607851096814,4.440892098500626e-16,1.0983305883204158e-14,998,998,998,998,2.0370866669124336e-07,svd,4.27041084984206e-18,1.0885070940316077e-05,1.088507094031609e-05,1.0885070940316094e-05,1.0885070940316098e-05,1.0885070940316104e-05,1.0885070940316115e-05,1.0885070940316118e-05,1.0885070940316123e-05,1.0885070940316126e-05,0.0005509938562903108,0.0008429456585529227,5.5890270273456476e-05,-0.0005662682163632236,0.0005401954019156181,0.001379877564330344,-0.0004580843499777046,0.0001967877680478017
coupled,100,0.1,1e-12,0.044170186197041834,0.00029193607851141223,4.440892098500626e-16,1.0983305883204158e-14,998,998,998,998,2.0370866679567432e-07,svd,4.607175390683956e-18,1.0885070940316093e-05,1.0885070940316106e-05,1.0885070940316121e-05,1.0885070940316123e-05,1.0885070940316128e-05,1.0885070940316138e-05,1.088507094031614e-05,1.088507094031614e-05,1.0885070940316142e-05,0.0018180319601800872,0.0005182500546755377,-0.0014663145365607813,0.0006713901599136641,-0.0007693141666124267,0.0006402075408071543,0.00015163945343748847,0.0008076293371211469
decoupled,101,0.1,1e-12,0.04004855124128704,0.0002690077345356423,1.3322676295501878e-15,1.0655048871263648e-14,998,998,998,998,2.016491606319915e-07,svd,6.420188833171092e-18,9.890329272245617e-06,9.890329272245661e-06,9.890329272245661e-06,9.890329272245693e-06,9.890329272245695e-06,9.890329272245695e-06,9.890329272245703e-06,9.890329272245703e-06,9.89032927224571e-06,0.0005509971219751597,0.0008429580780120316,5.588366953780804e-05,-0.0005662605490319761,0.0005401955661329876,0.0013798773789314303,-0.0004580844006535064,0.00019678765870858157
coupled,101,0.1,1e-12,0.040048551241287034,0.0002690077345356423,1.3322676295501878e-15,1.0655048871263648e-14,998,998,998,998,2.0164916076816077e-07,svd,6.271083758303496e-18,9.890329272245678e-06,9.890329272245683e-06,9.890329272245698e-06,9.890329272245703e-06,9.890329272245708e-06,9.890329272245714e-06,9.890329272245736e-06,9.890329272245744e-06,9.890329272245758e-06,0.0018180064797109086,0.0005182552590152858,-0.0014662999723962105,0.0006713958072278811,-0.0007693142347397318,0.0006402076959454437,0.00015163948033137712,0.0008076293570550194
decoupled,102,0.1,1e-12,0.036304568230225674,0.0002476684336684132,4.440892098500626e-16,1.0463527041077943e-14,998,998,998,998,1.997263551167712e-07,svd,2.8459985262950482e-18,8.983085839542455e-06,8.983085839542485e-06,8.983085839542502e-06,8.983085839542502e-06,8.983085839542519e-06,8.983085839542526e-06,8.983085839542526e-06,8.983085839542531e-06,8.983085839542536e-06,0.0005510003173399594,0.0008429702379327871,5.5877210490318704e-05,-0.0005662530278797863,0.0005401957287867493,0.0013798771953072143,-0.00045808445084793026,0.00019678755041390664
coupled,102,0.1,1e-12,0.03630456823022566,0.0002476684336684132,4.440892098500626e-16,1.0463527041077943e-14,998,998,998,998,1.9972635509210987e-07,svd,2.919709478769764e-18,8.983085839542507e-06,8.983085839542509e-06,8.983085839542519e-06,8.983085839542519e-06,8.983085839542528e-06,8.983085839542533e-06,8.983085839542534e-06,8.98308583954254e-06,8.98308583954254e-06,0.00181798151418431,0.0005182603587977932,-0.001466285688446165,0.000671401329254355,-0.0007693143022178158,0.0006402078496042153,0.00015163950697019696,0.0008076293767977486
decoupled,103,0.1,1e-12,0.03290486161448898,0.0002278427937266736,4.440892098500626e-16,1.0216223129919815e-14,998,998,998,998,1.9793507596125744e-07,svd,6.0673382505410525e-18,8.156243854934714e-06,8.15624385493472e-06,8.156243854934739e-06,8.156243854934747e-06,8.156243854934758e-06,8.156243854934764e-06,8.156243854934783e-06,8.156243854934798e-06,8.156243854934802e-06,0.0005510034471561405,0.0008429821559020238,5.5870883538265966e-05,-0.00056624564301686,0.0005401958899795266,0.00137987701332583,-0.0004580845005900773,0.00019678744309098713
coupled,103,0.1,1e-12,0.03290486161448897,0.00022784279372733973,4.440892098500626e-16,1.0216223129919815e-14,998,998,998,998,1.9793507611639796e-07,svd,6.138483925246366e-18,8.156243854934702e-06,8.156243854934708e-06,8.15624385493475e-06,8.156243854934763e-06,8.15624385493478e-06,8.156243854934781e-06,8.156243854934793e-06,8.156243854934795e-06,8.156243854934814e-06,0.001817957028722366,0.0005182653611029525,-0.0014662716657278716,0.0006714067344742652,-0.0007693143690906518,0.00064020800188469,0.00015163953337136722,0.0008076293963625397
decoupled,104,0.1,1e-12,0.029818789001799163,0.00020945278568107462,6.661338147750939e-16,9.895114100673605e-15,998,998,998,998,1.9626961591884636e-07,svd,5.811092803598043e-18,7.403175731093013e-06,7.403175731093065e-06,7.4031757310930845e-06,7.403175731093091e-06,7.403175731093093e-06,7.403175731093125e-06,7.403175731093134e-06,7.403175731093165e-06,7.403175731093201e-06,0.0005510065159780677,0.0008429938487248385,5.586467950496695e-05,-0.0005662383849747477,0.000540196049814507,0.0013798768328731844,-0.00045808454991225775,0.00019678733667179737
coupled,104,0.1,1e-12,0.029818789001799184,0.00020945278568140768,6.661338147750939e-16,9.895114100673605e-15,998,998,998,998,1.962696157011045e-07,svd,5.8954246488957955e-18,7.403175731093067e-06,7.40317573109307e-06,7.403175731093191e-06,7.403175731093197e-06,7.403175731093197e-06,7.403175731093204e-06,7.4031757310932124e-06,7.403175731093225e-06,7.40317573109323e-06,0.0018179329899749806,0.0005182702727038967,-0.0014662578860927843,0.0006714120310010156,-0.0007693144354010768,0.000640208152883727,0.00015163955955167427,0.0008076294157618994
decoupled,105,0.1,1e-12,0.027018255802312853,0.00019241920056689565,2.220446049250313e-16,9.841444708108298e-15,998,998,998,998,1.9472396027674502e-07,svd,3.5020748233708855e-18,6.717711715985433e-06,6.717711715985433e-06,6.717711715985445e-06,6.717711715985459e-06,6.717711715985466e-06,6.717711715985498e-06,6.717711715985516e-06,6.717711715985561e-06,6.717711715985582e-06,0.0005510095281366733,0.0008430053323924254,5.5858589654316354e-05,-0.0005662312447349018,0.0005401962083918713,0.0013798766538457776,-0.00045808459884677625,0.00019678723109229046
coupled,105,0.1,1e-12,0.02701825580231284,0.0001924192005671177,2.220446049250313e-16,9.841444708108298e-15,998,998,998,998,1.947239603974755e-07,svd,3.678828578566061e-18,6.717711715985396e-06,6.717711715985436e-06,6.717711715985442e-06,6.717711715985457e-06,6.717711715985458e-06,6.717711715985483e-06,6.717711715985569e-06,6.7177117159855825e-06,6.717711715985587e-06,0.0018179093661870368,0.000518275100046988,-0.0014662443322581383,0.0006714172265565128,-0.0007693145011894737,0.0006402083026934536,0.00015163958552706733,0.0008076294350076158
decoupled,106,0.1,1e-12,0.024477535349253732,0.0001766628487225308,2.220446049250313e-16,9.897949708479495e-15,998,998,998,998,1.9329188910163586e-07,svd,3.161370660729665e-18,6.094124558385081e-06,6.094124558385094e-06,6.094124558385109e-06,6.094124558385112e-06,6.094124558385115e-06,6.094124558385115e-06,6.094124558385122e-06,6.094124558385122e-06,6.094124558385163e-06,0.0005510124877478442,0.0008430166220786084,5.585260570566778e-05,-0.0005662242137590847,0.0005401963658015999,0.001379876476132275,-0.00045808464742011897,0.00019678712628991884
coupled,106,0.1,1e-12,0.024477535349253735,0.0001766628487225308,2.220446049250313e-16,9.897949708479495e-15,998,998,998,998,1.9329188897436704e-07,svd,3.1457647899048383e-18,6.094124558385089e-06,6.094124558385096e-06,6.0941245583851e-06,6.0941245583851e-06,6.094124558385104e-06,6.094124558385117e-06,6.0941245583851266e-06,6.0941245583851266e-06,6.094124558385193e-06,0.0018178861272647362,0.000518279849244583,-0.0014662309878481648,0.0006714223284625932,-0.0007693145664934858,0.0006402084514004012,0.00015163961131252584,0.0008076294541098216
