regime,optimizer,step,eta,loss,delta,correct_min,correct_max
decoupled,signgd,24,0.13,1.0804333185387764,6.106226635438361e-15,0.3394484044854547,0.3394484044854608
decoupled,signgd,25,0.13,0.9164636427608537,5.551115123125783e-17,0.3999308416246109,0.39993084162461096
decoupled,signgd,26,0.13,0.7686769736698422,1.5487611193520934e-14,0.4636260521993063,0.4636260521993218
decoupled,signgd,27,0.13,0.6376544714144895,3.0531133177191805e-14,0.5285306550820297,0.5285306550820602
decoupled,signgd,28,0.13,0.5234301672360322,0.0,0.5924847366481676,0.5924847366481676
decoupled,signgd,29,0.13,0.4254865523475469,2.0872192862952943e-14,0.6534517692780736,0.6534517692780945
decoupled,signgd,30,0.13,0.3428202659104835,1.5543122344752192e-15,0.7097657692009335,0.709765769200935
decoupled,signgd,31,0.13,0.27406093834250667,6.072919944699606e-14,0.7602857432961228,0.7602857432961835
decoupled,signgd,32,0.13,0.21761523629918578,7.172040739078511e-14,0.8044348994776053,0.804434899477677
decoupled,signgd,33,0.13,0.17180758439642596,1.965094753586527e-14,0.8421411986869053,0.8421411986869249
decoupled,signgd,34,0.13,0.13499678195759623,1.2434497875801753e-14,0.8737187233474087,0.8737187233474212
decoupled,signgd,35,0.13,0.1056587003821465,2.0095036745715333e-14,0.8997316737554774,0.8997316737554975
decoupled,signgd,36,0.13,0.08243482752025634,8.992806499463768e-14,0.9208714513771076,0.9208714513771975
decoupled,signgd,37,0.13,0.0641523613540701,8.071321389024888e-14,0.9378620947056747,0.9378620947057554
decoupled,signgd,38,0.13,0.049823821488603204,2.6978419498391304e-14,0.9513970254481071,0.9513970254481341
decoupled,signgd,39,0.13,0.038633872938465486,2.5424107263916085e-14,0.9621028965761704,0.9621028965761959
decoupled,signgd,40,0.13,0.029919531386939716,8.171241461241152e-14,0.9705236270966247,0.9705236270967064
decoupled,signgd,41,0.13,0.023148087992011977,5.695444116327053e-14,0.9771177736495553,0.9771177736496123
decoupled,signgd,42,0.13,0.017895467667334637,9.725553695716371e-14,0.9822637053082747,0.9822637053083719
decoupled,signgd,43,0.13,0.013826504108196837,3.885780586188048e-15,0.9862686429777408,0.9862686429777446
decoupled,signgd,44,0.13,0.010677779659238308,1.3433698597964394e-14,0.9893790254659945,0.989379025466008
decoupled,signgd,45,0.13,0.008243163107291267,2.90878432451791e-14,0.9917907186003125,0.9917907186003416
decoupled,signgd,46,0.13,0.0063618926690697155,8.326672684688674e-15,0.9936583013233969,0.9936583013234053
decoupled,signgd,47,0.13,0.004908915753860479,2.375877272697835e-14,0.9951031132818504,0.9951031132818742
decoupled,signgd,48,0.13,0.003787152363913207,5.1514348342607263e-14,0.9962200098532683,0.9962200098533198
decoupled,signgd,49,0.13,0.002921354919575625,9.048317650695026e-14,0.9970829080853744,0.9970829080854648
decoupled,signgd,50,0.13,0.002253268231506171,3.1086244689504383e-15,0.9977492684717043,0.9977492684717074
decoupled,signgd,51,0.13,0.001737834003878385,5.417888360170764e-14,0.9982636751552415,0.9982636751552957
decoupled,signgd,52,0.13,0.0013402261486925287,4.474198789239381e-14,0.9986606715532773,0.998660671553322
decoupled,signgd,53,0.13,0.0010335420018511188,9.336975637097567e-14,0.99896699191865,0.9989669919187434
decoupled,signgd,54,0.13,0.0007970084679554429,5.2735593669694936e-14,0.9992033090588885,0.9992033090589413
decoupled,signgd,55,0.13,0.0006145907033338082,2.1316282072803006e-14,0.9993855981188435,0.9993855981188648
decoupled,signgd,56,0.13,0.0004739144725696579,6.872280522429719e-14,0.9995261978071426,0.9995261978072113
decoupled,signgd,57,0.13,0.0003654323278507233,8.881784197001252e-15,0.9996346344344027,0.9996346344344116
decoupled,signgd,58,0.13,0.0002817789621368918,3.774758283725532e-14,0.9997182607337961,0.9997182607338339
decoupled,signgd,59,0.13,0.00021727312348686985,1.1324274851176597e-14,0.9997827504785998,0.9997827504786111
decoupled,signgd,60,0.13,0.00016753295309111037,3.297362383136715e-14,0.9998324810797639,0.9998324810797968
decoupled,signgd,61,0.13,0.0001291790263463428,1.0913492332065289e-13,0.9998708293168175,0.9998708293169266
decoupled,signgd,62,0.13,9.960516600637545e-05,6.217248937900877e-14,0.9999003997943737,0.9999003997944359
decoupled,signgd,63,0.13,7.680159691557845e-05,1.176836406102666e-14,0.9999232013522421,0.9999232013522539
decoupled,signgd,64,0.13,5.921851374533179e-05,2.3092638912203256e-14,0.9999407832396316,0.9999407832396547
decoupled,signgd,65,0.13,4.566083848760036e-05,5.062616992290714e-14,0.9999543402039425,0.9999543402039931
decoupled,signgd,66,0.13,3.520704590505156e-05,1.6209256159527285e-14,0.9999647935738427,0.9999647935738589
decoupled,signgd,67,0.13,2.714655804651794e-05,6.52811138479592e-14,0.9999728538104049,0.9999728538104702
decoupled,signgd,68,0.13,2.0931461627281668e-05,1.1102230246251565e-14,0.9999790687574254,0.9999790687574365
decoupled,signgd,69,0.13,1.6139275323079828e-05,4.5075054799781356e-14,0.9999838608548782,0.9999838608549233
decoupled,signgd,70,0.13,1.2444236814976516e-05,4.418687638008123e-14,0.9999875558405789,0.999987555840623
decoupled,signgd,71,0.13,9.595162138453866e-06,1.0969003483296547e-13,0.9999904048838072,0.9999904048839169
decoupled,signgd,72,0.13,7.398373114848105e-06,7.749356711883593e-14,0.999992601654191,0.9999926016542685
decoupled,signgd,73,0.13,5.704532139624361e-06,7.771561172376096e-14,0.9999942954840689,0.9999942954841466
decoupled,signgd,74,0.13,4.398491526989886e-06,6.772360450213455e-14,0.9999956015181328,0.9999956015182005
decoupled,signgd,75,0.13,3.3914655885840467e-06,6.972200594645983e-14,0.9999966085401485,0.9999966085402182
decoupled,signgd,76,0.13,2.6149959018678486e-06,1.176836406102666e-14,0.9999973850075149,0.9999973850075267
decoupled,signgd,77,0.13,2.0162973902583532e-06,7.105427357601002e-14,0.9999979837046282,0.9999979837046993
decoupled,signgd,78,0.13,1.554669573568167e-06,5.1958437552457326e-14,0.9999984453315933,0.9999984453316453
decoupled,signgd,79,0.13,1.1987306580941038e-06,3.419486915845482e-14,0.999998801270033,0.9999988012700672
decoupled,signgd,80,0.13,9.242833505571841e-07,3.4638958368304884e-14,0.9999990757170697,0.9999990757171043
decoupled,signgd,81,0.13,7.126701250262357e-07,9.015010959956271e-14,0.9999992873300568,0.999999287330147
decoupled,signgd,82,0.13,5.495055290259323e-07,1.9984014443252818e-15,0.9999994504946204,0.9999994504946224
decoupled,signgd,83,0.13,4.2369719988002696e-07,7.815970093361102e-14,0.9999995763028743,0.9999995763029524
decoupled,signgd,84,0.13,3.2669230583129155e-07,7.460698725481052e-14,0.9999996733076878,0.9999996733077624
decoupled,signgd,85,0.13,2.51896613967758e-07,7.749356711883593e-14,0.9999997481033558,0.9999997481034333
decoupled,signgd,86,0.13,1.942253063964941e-07,3.8191672047105385e-14,0.999999805774682,0.9999998057747201
decoupled,signgd,87,0.13,1.4975782263475058e-07,8.149037000748649e-14,0.9999998502421723,0.9999998502422538
decoupled,signgd,88,0.13,1.15470931871899e-07,3.3084646133829665e-14,0.9999998845290483,0.9999998845290814
decoupled,signgd,89,0.13,8.903400248080765e-08,8.038014698286133e-14,0.9999999109659371,0.9999999109660175
decoupled,signgd,90,0.13,6.86498462104224e-08,1.5987211554602254e-14,0.9999999313501433,0.9999999313501593
decoupled,signgd,91,0.13,5.2932601252484114e-08,2.2648549702353193e-14,0.9999999470673956,0.9999999470674182
decoupled,signgd,92,0.13,4.0813724348824144e-08,3.5083047578154947e-14,0.9999999591862484,0.9999999591862835
decoupled,signgd,93,0.13,3.146949271885582e-08,1.9984014443252818e-14,0.9999999685304918,0.9999999685305118
decoupled,signgd,94,0.13,2.4264596022210663e-08,2.3314683517128287e-14,0.9999999757353856,0.9999999757354089
decoupled,signgd,95,0.13,1.870928446290791e-08,1.84297022087776e-14,0.999999981290712,0.9999999812907304
decoupled,signgd,96,0.13,1.4425762612935262e-08,6.17284001691587e-14,0.9999999855741881,0.9999999855742499
decoupled,signgd,97,0.13,1.1123022030277244e-08,2.90878432451791e-14,0.9999999888769547,0.9999999888769838
decoupled,signgd,98,0.13,8.576394829476959e-09,5.861977570020827e-14,0.9999999914235583,0.999999991423617
decoupled,signgd,99,0.13,6.612800553811606e-09,9.792167077193881e-14,0.9999999933871211,0.999999993387219
decoupled,signgd,100,0.13,5.098819156246462e-09,6.461498003318411e-14,0.9999999949011291,0.9999999949011937
decoupled,signgd,101,0.13,3.931430266880377e-09,7.771561172376096e-14,0.9999999960685075,0.9999999960685853
decoupled,signgd,102,0.13,3.0312954279842e-09,1.1013412404281553e-13,0.9999999969686164,0.9999999969687265
decoupled,signgd,103,0.13,2.3374244179474078e-09,8.926193117986259e-14,0.9999999976625578,0.999999997662647
decoupled,signgd,104,0.13,1.8022655597402838e-09,5.728750807065808e-14,0.999999998197723,0.9999999981977803
decoupled,signgd,105,0.13,1.3896463600901565e-09,5.240252676230739e-14,0.9999999986103432,0.9999999986103956
decoupled,signgd,106,0.13,1.0714421274005857e-09,1.8207657603852567e-14,0.9999999989285433,0.9999999989285615
decoupled,signgd,107,0.13,8.26131047537125e-10,2.1760371282653068e-14,0.9999999991738515,0.9999999991738733
decoupled,signgd,108,0.13,6.370818077632859e-10,9.836575998178887e-14,0.9999999993628985,0.9999999993629969
decoupled,signgd,109,0.13,4.91085812394044e-10,9.547918011776346e-14,0.9999999995088378,0.9999999995089333
decoupled,signgd,110,0.13,3.787145085958744e-10,3.9968028886505635e-15,0.9999999996212847,0.9999999996212887
decoupled,signgd,111,0.13,2.920567993378596e-10,6.350475700855895e-14,0.9999999997079305,0.999999999707994
decoupled,signgd,112,0.13,2.2514723810941605e-10,5.551115123125783e-15,0.9999999997748483,0.9999999997748539
decoupled,signgd,113,0.13,1.7353125947342576e-10,9.037215420448774e-14,0.9999999998263964,0.9999999998264868
decoupled,signgd,114,0.13,1.3384882765980468e-10,1.0658141036401503e-14,0.9999999998661426,0.9999999998661533
decoupled,signgd,115,0.13,1.0325486551184291e-10,5.484501741648273e-14,0.9999999998967342,0.999999999896789
decoupled,signgd,116,0.13,7.95598462740146e-11,2.6423307986078726e-14,0.999999999920419,0.9999999999204454
decoupled,signgd,117,0.13,6.137887695673377e-11,2.2426505097428162e-14,0.9999999999386167,0.9999999999386391
decoupled,signgd,118,0.13,4.7400536362056345e-11,1.099120794378905e-13,0.9999999999525775,0.9999999999526874
decoupled,signgd,119,0.13,3.65473589563553e-11,8.37108160567368e-14,0.9999999999634359,0.9999999999635196
decoupled,signgd,120,0.13,2.8140266583786024e-11,1.509903313490213e-14,0.9999999999718567,0.9999999999718718
decoupled,signgd,121,0.13,2.1711152481778857e-11,2.842170943040401e-14,0.9999999999782831,0.9999999999783116
decoupled,signgd,122,0.13,1.6640573853784736e-11,1.028066520802895e-13,0.9999999999832772,0.99999999998338
decoupled,signgd,123,0.13,1.2861087012700048e-11,4.1300296516055823e-14,0.9999999999871059,0.9999999999871472
decoupled,signgd,124,0.13,9.966037384810359e-12,2.9976021664879227e-14,0.999999999990028,0.999999999990058
decoupled,signgd,125,0.13,7.738000920563736e-12,9.015010959956271e-14,0.999999999992244,0.9999999999923341
decoupled,signgd,126,0.13,5.968736347040733e-12,7.238654120556021e-14,0.9999999999940168,0.9999999999940892
decoupled,signgd,127,0.13,4.634407924576245e-12,9.614531393253856e-14,0.9999999999953464,0.9999999999954425
decoupled,signgd,128,0.13,3.5393058896613626e-12,3.1530333899354446e-14,0.9999999999964544,0.9999999999964859
decoupled,signgd,129,0.13,2.669259536803437e-12,5.040412531798211e-14,0.9999999999972904,0.9999999999973408
decoupled,signgd,130,0.13,2.0133424483962028e-12,9.481304630298837e-14,0.9999999999979108,0.9999999999980056
decoupled,signgd,131,0.13,1.5631286425142784e-12,5.972999872483342e-14,0.9999999999983891,0.9999999999984488
decoupled,signgd,132,0.13,1.3121120510498292e-12,8.748557434046234e-14,0.9999999999986704,0.9999999999987579
decoupled,signgd,133,0.13,9.006470963262979e-13,7.127631818093505e-14,0.9999999999990423,0.9999999999991136
decoupled,signgd,134,0.13,6.795187758326103e-13,7.37188088351104e-14,0.9999999999992615,0.9999999999993352
decoupled,signgd,135,0.13,6.457342462156919e-13,9.547918011776346e-14,0.9999999999993352,0.9999999999994307
decoupled,signgd,136,0.13,4.42366125929946e-13,4.218847493575595e-15,0.9999999999995568,0.999999999999561
decoupled,signgd,137,0.13,4.2228226422510656e-13,1.0480505352461478e-13,0.9999999999995568,0.9999999999996616
decoupled,signgd,138,0.13,2.294718029833589e-13,3.930189507173054e-14,0.9999999999997391,0.9999999999997784
decoupled,signgd,139,0.13,2.1753365678099217e-13,2.042810365310288e-14,0.9999999999997784,0.9999999999997988
decoupled,signgd,140,0.13,2.083327086146468e-13,6.639133687258436e-14,0.9999999999997784,0.9999999999998448
decoupled,signgd,141,0.13,2.0122961119693156e-13,1.0191847366058937e-13,0.9999999999997784,0.9999999999998803
decoupled,signgd,142,0.13,1.8430721557476654e-14,9.214851104388799e-14,0.9999999999999079,1.0
decoupled,signgd,143,0.13,1.421220198960061e-14,7.105427357601002e-14,0.999999999999929,1.0
decoupled,signgd,144,0.13,1.0957970728833922e-14,5.484501741648273e-14,0.9999999999999452,1.0
decoupled,signgd,145,0.13,8.448814447391731e-15,4.218847493575595e-14,0.9999999999999578,1.0
decoupled,signgd,146,0.13,6.515629087580835e-15,3.26405569239796e-14,0.9999999999999674,1.0
decoupled,signgd,147,0.13,5.022702320806113e-15,2.5091040356528538e-14,0.9999999999999749,1.0
decoupled,signgd,148,0.13,3.871591963723634e-15,1.9317880628477724e-14,0.9999999999999807,1.0
decoupled,signgd,149,0.13,2.9844684643242614e-15,1.4876988529977098e-14,0.9999999999999851,1.0
decoupled,signgd,150,0.13,2.3019450342549804e-15,1.1546319456101628e-14,0.9999999999999885,1.0
decoupled,signgd,151,0.13,1.7736934157536864e-15,8.881784197001252e-15,0.9999999999999911,1.0
decoupled,signgd,152,0.13,1.3687674273109535e-15,6.8833827526759706e-15,0.9999999999999931,1.0
decoupled,signgd,153,0.13,1.0561152842260264e-15,5.329070518200751e-15,0.9999999999999947,1.0
decoupled,signgd,154,0.13,8.114627034563638e-16,3.9968028886505635e-15,0.999999999999996,1.0
decoupled,signgd,155,0.13,6.266371096056751e-16,3.1086244689504383e-15,0.9999999999999969,1.0
decoupled,signgd,156,0.13,4.826443791978459e-16,2.4424906541753444e-15,0.9999999999999976,1.0
decoupled,signgd,157,0.13,3.668754911882472e-16,1.7763568394002505e-15,0.9999999999999982,1.0
decoupled,signgd,158,0.13,2.8149030874268273e-16,1.3322676295501878e-15,0.9999999999999987,1.0
decoupled,signgd,159,0.13,2.2204460492503123e-16,1.1102230246251565e-15,0.9999999999999989,1.0
decoupled,signgd,160,0.13,1.65107810610838e-16,8.881784197001252e-16,0.9999999999999991,1.0
decoupled,signgd,161,0.13,1.0918036048323764e-16,6.661338147750939e-16,0.9999999999999993,1.0
decoupled,signgd,162,0.13,6.258378601891994e-17,4.440892098500626e-16,0.9999999999999996,1.0
decoupled,muon,0,22.695105366946684,6.906754778648555,0.0,0.0010010010010010006,0.0010010010010010006
decoupled,muon,1,22.695105366946684,1.378914049215099e-07,2.22011453665516e-09,0.9999998603325129,0.9999998625526274
decoupled,muon,2,22.695105366946684,-0.0,0.0,1.0,1.0
coupled,gd,0,194149.19457438815,6.906754778648555,0.0,0.0010010010010010006,0.0010010010010010006
coupled,gd,1,194149.19457438815,-0.0,0.0,1.0,1.0
coupled,signgd,0,0.13,6.906754778648555,0.0,0.0010010010010010006,0.0010010010010010006
coupled,signgd,1,0.13,6.622282555755053,0.000339688634027468,0.0011167394959447745,0.0014564281299722424
coupled,signgd,2,0.13,6.338591010789008,0.0008700094976954466,0.0012457631694355853,0.002115772667131032
coupled,signgd,3,0.13,6.055752412211497,0.0016788539098324274,0.0013895759969630292,0.0030684299067954566
coupled,signgd,4,0.13,5.773859296459131,0.0028919165578900324,0.001549846818789122,0.0044417633766791545
coupled,signgd,5,0.13,5.493031695275559,0.004687910923865484,0.00172842588206045,0.006416336805925934
coupled,signgd,6,0.13,5.213426807367277,0.00731914759713399,0.0019273625807756792,0.009246510177909669
coupled,signgd,7,0.13,4.935251828893742,0.011138672953458582,0.0021489243279136402,0.013287597281372222
coupled,signgd,8,0.13,4.658780762857907,0.016634716869785317,0.0023956164288273483,0.019030333298612666
coupled,signgd,9,0.13,4.385513779343993,0.02447180863049011,0.002670202736711583,0.027142011367201693
coupled,signgd,10,0.13,4.114323160826655,0.03553475914365218,0.0029757267530882555,0.038510485896740436
coupled,signgd,11,0.13,3.84398260170964,0.05096560942349015,0.003315532680947553,0.0542811421044377
coupled,signgd,12,0.13,3.577535832285288,0.0721734990397061,0.0036932857359480947,0.0758667847756542
coupled,signgd,13,0.13,3.31600384411119,0.10078353522990695,0.0041129907608128,0.10489652599071975
coupled,signgd,14,0.13,3.061147654384617,0.13847797816540552,0.004579007857117807,0.14305698602252334
coupled,signgd,15,0.13,2.8134871055392896,0.18668507935348866,0.005096063333313153,0.19178114268680183
coupled,signgd,16,0.13,2.5716051062227754,0.24374928697715526,0.005654480782242468,0.2494037677593977
coupled,signgd,17,0.13,2.3400311658710415,0.3107323317612027,0.006271269547770929,0.3170036013089736
coupled,signgd,18,0.13,2.117243015390534,0.3830304790378142,0.007338615480088052,0.39036909451790225
coupled,signgd,19,0.13,1.903845557170433,0.4631258547206061,0.008131052919267205,0.47125690763987327
coupled,signgd,20,0.13,1.6975205172778514,0.5408703544333499,0.009416203273977226,0.550286557707327
coupled,signgd,21,0.13,1.5009211606767954,0.614011942449885,0.01108687593101264,0.6250988183808976
coupled,signgd,22,0.13,1.3126749201178107,0.6823293673567592,0.012734671561507585,0.6950640389182667
coupled,signgd,23,0.13,1.1370905120687222,0.7406736032691837,0.014841604990245776,0.7555152082594295
coupled,signgd,24,0.13,0.9732649644393658,0.7863681443504859,0.018180896104067236,0.8045490404545531
coupled,signgd,25,0.13,0.8244774698434761,0.8255293637968111,0.02133014785152003,0.8468595116483311
coupled,signgd,26,0.13,0.6913715968781438,0.8461147583329053,0.028367980885971804,0.8744827392188771
coupled,signgd,27,0.13,0.5741870693910109,0.8565110779234814,0.03891569190976534,0.8954267698332466
coupled,signgd,28,0.13,0.47322332324357974,0.8601331032891799,0.052944291747299456,0.9130773950364793
coupled,signgd,29,0.13,0.3864802330944549,0.8565567063806541,0.07132305622525414,0.9278797626059082
coupled,signgd,30,0.13,0.31357986166142615,0.8452767384948101,0.0949686071405086,0.9402453456353187
coupled,signgd,31,0.13,0.25272753590345276,0.8258007592274653,0.12474299378192623,0.9505437530093915
coupled,signgd,32,0.13,0.20266102582681794,0.797795382426492,0.16130472451496716,0.9591001069414591
coupled,signgd,33,0.13,0.16203410741451268,0.7609887647336039,0.2051793699588509,0.9661681346924548
coupled,signgd,34,0.13,0.12878161828483126,0.6987531690645263,0.27324480156060255,0.9719979706251288
coupled,signgd,35,0.13,0.10203233183690147,0.6231978661064961,0.3536485771992829,0.976846443305779
coupled,signgd,36,0.13,0.08068652851928591,0.537796390947818,0.44307483742683507,0.980871228374653
coupled,signgd,37,0.13,0.06365891424667383,0.44806671601781556,0.5361403900636285,0.984207106081444
coupled,signgd,38,0.13,0.05025175639428295,0.36158457224050056,0.6254805302973712,0.9870651025378717
coupled,signgd,39,0.13,0.03952959720932618,0.2813002977781708,0.708029376630931,0.9893296744091018
coupled,signgd,40,0.13,0.03111670535486978,0.21253706544818884,0.7786639215442169,0.9912009869924058
coupled,signgd,41,0.13,0.024448434799332557,0.15670574975902762,0.8360405050382888,0.9927462547973164
coupled,signgd,42,0.13,0.01920846159886546,0.1229751703186096,0.871078471456203,0.9940536417748126
coupled,signgd,43,0.13,0.015106162434581835,0.08772350920074623,0.9073755991891896,0.9950991083899359
coupled,signgd,44,0.13,0.01187879281199199,0.06840146909763423,0.9276260001452131,0.9960274692428474
coupled,signgd,45,0.13,0.009343336710453364,0.052607028410156964,0.9441616197515655,0.9967686481617225
coupled,signgd,46,0.13,0.007338155523861879,0.036534669651162255,0.9608025255597734,0.9973371952109357
coupled,signgd,47,0.13,0.005765966535941675,0.0284575982726194,0.9693721455539112,0.9978297438265306
coupled,signgd,48,0.13,0.004546513456730109,0.021975269299238098,0.9762325108983464,0.9982077801975845
coupled,signgd,49,0.13,0.0035812396896460407,0.017080934560671723,0.9814412118605003,0.998522146421172
coupled,signgd,50,0.13,0.0028156513561607777,0.011760702495988928,0.9870459997692863,0.9988067022652752
coupled,signgd,51,0.13,0.0022202099076136057,0.010007582115276414,0.9891066713610365,0.9991142534763129
coupled,signgd,52,0.13,0.0017469610111676842,0.007878090205255872,0.9913951439000509,0.9992732341053068
coupled,signgd,53,0.13,0.0013786795214785685,0.005340665938654565,0.9940600914175627,0.9994007573562173
coupled,signgd,54,0.13,0.0010871751354405064,0.004558961898881164,0.9949927718854571,0.9995517337843383
coupled,signgd,55,0.13,0.0008571140801949938,0.0036103197370456197,0.9960219315244943,0.9996322512615399
coupled,signgd,56,0.13,0.0006772327282945263,0.0028498267395826726,0.9968455118021767,0.9996953385417594
coupled,signgd,57,0.13,0.0005339586433794961,0.002089073626602267,0.9976833703602747,0.9997724439868769
coupled,signgd,58,0.13,0.00042286677802095743,0.0016601646976507345,0.9981522502782749,0.9998124149759257
coupled,signgd,59,0.13,0.0003341510849836834,0.0013187858508993955,0.9985254597517692,0.9998442456026686
coupled,signgd,60,0.13,0.00026467325110244775,0.0009583867561770987,0.9989262379148188,0.9998846246709959
coupled,signgd,61,0.13,0.00020997629299065494,0.0007668208535686061,0.9991376729228191,0.9999044937763877
coupled,signgd,62,0.13,0.00016626064515132515,0.0006566030245864773,0.9992708687123144,0.9999274717369009
coupled,signgd,63,0.13,0.00013206548763823302,0.0005282583432999477,0.9994114579003772,0.9999397162436772
coupled,signgd,64,0.13,0.00010478566318183834,0.00035589108393552227,0.99959426975798,0.9999501608419156
coupled,signgd,65,0.13,8.34679540832957e-05,0.00030574499342661543,0.9996560479331263,0.999961792926553
coupled,signgd,66,0.13,6.644227776475114e-05,0.00024740307389714555,0.999720791876807,0.9999681949507041
coupled,signgd,67,0.13,5.2969864390624874e-05,0.00016647607727837688,0.9998082812575543,0.9999747573348327
coupled,signgd,68,0.13,4.2246745143110214e-05,0.0001425920765748545,0.9998373349168731,0.999979926993448
coupled,signgd,69,0.13,3.371027877943674e-05,0.00011955368291471924,0.9998640283239149,0.9999835820068296
coupled,signgd,70,0.13,2.6956058616841406e-05,8.088585284227179e-05,0.9999064811987097,0.999987367051552
coupled,signgd,71,0.13,2.161027443528635e-05,7.823852724486713e-05,0.9999116502126004,0.9999898887398453
coupled,signgd,72,0.13,1.733583024965289e-05,5.5470287448011746e-05,0.9999366585987313,0.9999921288861793
coupled,signgd,73,0.13,1.3920692032689258e-05,4.4872918805838324e-05,0.9999481810365953,0.9999930539554012
coupled,signgd,74,0.13,1.1119846695239462e-05,4.573689191067487e-05,0.9999492120171062,0.9999949489090169
coupled,signgd,75,0.13,8.899789933212145e-06,3.112305167218832e-05,0.9999648608780868,0.999995983929759
coupled,signgd,76,0.13,7.187934688433518e-06,2.0918843513961782e-05,0.9999756228979829,0.9999965417414969
coupled,signgd,77,0.13,5.735946027403509e-06,2.0357462568898477e-05,0.999976925689299,0.9999972831518679
coupled,signgd,78,0.13,4.599913970401972e-06,1.3766330993036924e-05,0.9999840182078793,0.9999977845388723
coupled,signgd,79,0.13,3.6878574278698034e-06,1.184872732751252e-05,0.999986426767732,0.9999982754950595
coupled,signgd,80,0.13,2.9620658251588826e-06,1.154579096795949e-05,0.9999871048287915,0.9999986506197595
coupled,signgd,81,0.13,2.3792256014104303e-06,7.86483741144206e-06,0.9999910189038586,0.99999888374127
coupled,signgd,82,0.13,1.9088658801005068e-06,6.752620812400245e-06,0.999992375904267,0.9999991285250794
coupled,signgd,83,0.13,1.535612815116748e-06,4.615751507786037e-06,0.9999946647816652,0.999999280533173
coupled,signgd,84,0.13,1.2355334490941968e-06,4.51909190712918e-06,0.9999949181879251,0.9999994372798322
coupled,signgd,85,0.13,9.925984439691378e-07,3.207756174683496e-06,0.9999963650680814,0.9999995728242561
coupled,signgd,86,0.13,8.007471643260916e-07,2.6431286522798914e-06,0.999996998396659,0.9999996415253113
coupled,signgd,87,0.13,6.430860154188504e-07,2.5854574801087438e-06,0.999997134601704,0.9999997200591841
coupled,signgd,88,0.13,5.175020109867989e-07,1.783985660086529e-06,0.999997984252996,0.9999997682386561
coupled,signgd,89,0.13,4.170615545091785e-07,1.2332339942577875e-06,0.9999985745755186,0.9999998078095128
coupled,signgd,90,0.13,3.3611015625329027e-07,1.2156385974515516e-06,0.9999986338233741,0.9999998494619715
coupled,signgd,91,0.13,2.7067621650821233e-07,8.677152512071018e-07,0.9999990182877864,0.9999998860030376
coupled,signgd,92,0.13,2.1937785350114799e-07,7.19608192145671e-07,0.9999991848074308,0.9999999044156229
coupled,signgd,93,0.13,1.765999144377542e-07,5.991265807914203e-07,0.999999320689803,0.9999999198163838
