optimizer,regime,eta,steps,loss,delta
gd,coupled,79.37167617217558,200,0.035370302909545674,0.14069083185910425
gd,coupled,89.77951553033331,10,1.120483001872405,0.8447026928222052
gd,coupled,89.77951553033331,50,0.45207943302523523,0.8689960940668124
gd,coupled,89.77951553033331,100,0.11126091862898863,0.39723137818464727
gd,coupled,89.77951553033331,200,0.02880055612128594,0.1148308736708179
gd,coupled,101.55211276345692,10,1.0742781197763556,0.8730014131680313
gd,coupled,101.55211276345692,50,0.3762228513630357,0.821209396065582
gd,coupled,101.55211276345692,100,0.08408873040835413,0.31488106648916114
gd,coupled,101.55211276345692,200,0.023726946607576092,0.09458162698463657
gd,coupled,114.86842567375548,10,1.0323993371912152,0.8943569227432877
gd,coupled,114.86842567375548,50,0.30202836796844085,0.75224641223322
gd,coupled,114.86842567375548,100,0.0645755262495736,0.24926407320708233
gd,coupled,114.86842567375548,200,0.01974127920355853,0.07855088987024428
gd,coupled,129.93087842004172,10,0.9924579734075405,0.9105365428842122
gd,coupled,129.93087842004172,50,0.23414779096748853,0.6619936080246753
gd,coupled,129.93087842004172,100,0.05047793898635253,0.19841804819330744
gd,coupled,129.93087842004172,200,0.01656256465438005,0.06572042198428363
gd,coupled,146.96843861124475,10,0.9527525901789599,0.9227286034217944
gd,coupled,146.96843861124475,50,0.17680394600662208,0.558101857622987
gd,coupled,146.96843861124475,100,0.040132687546822865,0.15933685559229438
gd,coupled,146.96843861124475,200,0.0139937659162445,0.055344709559556726
gd,coupled,166.24009789266137,10,0.9119699322565864,0.9317324341476763
gd,coupled,166.24009789266137,50,0.13194122360073057,0.45394178189080236
gd,coupled,166.24009789266137,100,0.03239318551597906,0.12920972528240493
gd,coupled,166.24009789266137,200,0.01189397589553473,0.04687403640214027
gd,coupled,188.03880893409166,10,0.8690202285726927,0.9380628739737347
gd,coupled,188.03880893409166,50,0.09876039864473658,0.36123780382429604
gd,coupled,188.03880893409166,100,0.026488163557955118,0.10578922630637033
gd,coupled,188.03880893409166,200,0.010160455366165545,0.03989898508637202
gd,coupled,212.69593866686918,10,0.823101090713581,0.9418091633751418
gd,coupled,212.69593866686918,50,0.07489839208840698,0.28524574778186385
gd,coupled,212.69593866686918,100,0.02189989180712603,0.08738659280197059
gd,coupled,212.69593866686918,200,0.008717185444568391,0.03411082672681798
gd,coupled,240.58630546440668,10,0.7734914276343883,0.9428190285300047
gd,coupled,240.58630546440668,50,0.05780778006227285,0.2257240488569362
gd,coupled,240.58630546440668,100,0.018276292934732555,0.07276319218163041
gd,coupled,240.58630546440668,200,0.007506850273265926,0.029274174490220073
gd,coupled,272.13387683753086,10,0.719272514739965,0.9409706878387303
gd,coupled,272.13387683753086,50,0.04542460801412594,0.17997425332938977
gd,coupled,272.13387683753086,100,0.015371268581473765,0.06101820643481792
gd,coupled,272.13387683753086,200,0.006484944037953636,0.025208261685858213
gd,coupled,307.81821425650804,10,0.6596552591762846,0.9356913072193719
gd,coupled,307.81821425650804,50,0.03627565866122427,0.14491124437414837
gd,coupled,307.81821425650804,100,0.01300988203077165,0.05149301022625974
gd,coupled,307.81821425650804,200,0.005616607613203286,0.02177249953445215
gd,coupled,348.18176306889666,10,0.5945087883675096,0.9251899143267212
gd,coupled,348.18176306889666,50,0.029375446083378064,0.1178772785083263
gd,coupled,348.18176306889666,100,0.011069082782445637,0.043697051255884745
gd,coupled,348.18176306889666,200,0.0048751607459881375,0.018855188884109753
gd,coupled,393.8380983288489,10,0.5245073365146984,0.9061449846421341
gd,coupled,393.8380983288489,50,0.02408868811402994,0.09679828339127383
gd,coupled,393.8380983288489,100,0.009464537222444712,0.0372562968458785
gd,coupled,393.8380983288489,200,0.004240855107134742,0.016365603517042526
gd,coupled,445.4812518844989,10,0.4507375021492891,0.8741923349628072
gd,coupled,445.4812518844989,50,0.01999014037329717,0.08014359927851133
gd,coupled,445.4812518844989,100,0.008133529672025758,0.03188764473594974
gd,coupled,445.4812518844989,200,0.003697798792736913,0.014230908923732577
gd,coupled,503.89626250651503,10,0.37460152061593593,0.8246110768168471
gd,coupled,503.89626250651503,50,0.016751179724782555,0.06684792965002095
gd,coupled,503.89626250651503,100,0.007018125996373727,0.027387399846780403
gd,coupled,503.89626250651503,200,0.0032303685310900035,0.012395527660971961
gd,coupled,569.9711094326076,10,0.2989305108208059,0.7529379474512248
gd,coupled,569.9711094326076,50,0.014129250157888882,0.05615203479232167
gd,coupled,569.9711094326076,100,0.006070619350540696,0.02360171523006127
gd,coupled,569.9711094326076,200,0.0028250617423326843,0.010815002223975356
gd,coupled,644.7102107323869,10,0.22841321074698478,0.6584060048893992
gd,coupled,644.7102107323869,50,0.011962556137464064,0.04748534273775884
gd,coupled,644.7102107323869,100,0.005256997634835334,0.020406148243899858
gd,coupled,644.7102107323869,200,0.002471643841283577,0.009451670796504108
gd,coupled,729.2496916841444,10,0.16781015329775278,0.5493152851902383
gd,coupled,729.2496916841444,50,0.010113917752236239,0.04044984555288422
gd,coupled,729.2496916841444,100,0.004544544685073773,0.01770959981667597
gd,coupled,729.2496916841444,200,0.0021600358046569663,0.008276347782931515
gd,coupled,824.8746552614581,10,0.12015694612932529,0.4409874858573706
gd,coupled,824.8746552614581,50,0.008433604561985143,0.034807344633300596
gd,coupled,824.8746552614581,100,0.003887695863373417,0.015463623730283982
gd,coupled,824.8746552614581,200,0.0018757263246072888,0.007272354931376679
gd,coupled,933.038717262036,10,0.08604091063047953,0.3458638310883827
gd,coupled,933.038717262036,50,0.006848344019525609,0.030327693286923307
gd,coupled,933.038717262036,100,0.003230130947659426,0.013653705951106376
gd,coupled,933.038717262036,200,0.001592788583392361,0.006442926624656287
gd,coupled,1055.386103036523,10,0.0629538542743984,0.26916145489951004
gd,coupled,1055.386103036523,50,0.005571503922051678,0.026497649255933453
gd,coupled,1055.386103036523,100,0.002620194200299679,0.012150507695377732
gd,coupled,1055.386103036523,200,0.0012993451686450518,0.0057783568850982014
gd,coupled,1193.7766417144358,10,0.04727927529764823,0.21038109603593647
gd,coupled,1193.7766417144358,50,0.004692275833673739,0.02301388081495237
gd,coupled,1193.7766417144358,100,0.002192167149195099,0.010729680837874844
gd,coupled,1193.7766417144358,200,0.0010687122109708667,0.005166238612377083
gd,coupled,1350.3140378698722,10,0.03634899885776418,0.1661664145349867
gd,coupled,1350.3140378698722,50,0.004034147706009637,0.019946447718619642
gd,coupled,1350.3140378698722,100,0.0018950708828290967,0.009408283004545437
gd,coupled,1350.3140378698722,200,0.0009196471280229176,0.00456545174001477
gd,coupled,1527.3778503907124,10,0.028509590934717118,0.13285211886649573
gd,coupled,1527.3778503907124,50,0.0034921718841057813,0.017307193493438677
gd,coupled,1527.3778503907124,100,0.0016552049534651813,0.008239749660280626
gd,coupled,1527.3778503907124,200,0.0008058161339765857,0.004018846363356032
gd,coupled,1727.6596646690382,10,0.022740567615159583,0.10747672428935418
gd,coupled,1727.6596646690382,50,0.0030316695503971175,0.015043892025359495
gd,coupled,1727.6596646690382,100,0.0014494152597401104,0.007220732358023119
gd,coupled,1727.6596646690382,200,0.0007086361050831554,0.0035367632375358227
gd,coupled,1954.2040079740555,10,0.018395576037488252,0.08787466792280085
gd,coupled,1954.2040079740555,50,0.002637054825856546,0.01309872204679885
gd,coupled,1954.2040079740555,100,0.0012706214439848387,0.006332961718657937
gd,coupled,1954.2040079740555,200,0.0006237012419993042,0.003113641516474086
gd,coupled,2210.4546299710237,10,0.01505564387825806,0.07251459377308589
gd,coupled,2210.4546299710237,50,0.0022975816994273797,0.011422174197894819
gd,coupled,2210.4546299710237,100,0.001114817230313454,0.005558579522101148
gd,coupled,2210.4546299710237,200,0.0005491976918927211,0.0027422214452962335
gd,coupled,2500.3068519063263,10,0.012444627610688548,0.06032681344507418
gd,coupled,2500.3068519063263,50,0.002004734726338262,0.009973604043583717
gd,coupled,2500.3068519063263,100,0.0009788420671314616,0.0048822531981672634
gd,coupled,2500.3068519063263,200,0.0004837810102868303,0.0024159818530986588
gd,coupled,2828.1667802300353,10,0.01036272900597365,0.050494204519229924
gd,coupled,2828.1667802300353,50,0.0017511989853778828,0.008717772842123606
gd,coupled,2828.1667802300353,100,0.0008599517579692198,0.004290528061725141
gd,coupled,2828.1667802300353,200,0.00042628673872313226,0.0021291638018118286
gd,coupled,3199.018284775067,10,0.008680922441969883,0.042476114177589896
gd,coupled,3199.018284775067,50,0.0015311793532526079,0.007626665034563773
gd,coupled,3199.018284775067,100,0.000755872006372859,0.0037722272393722056
gd,coupled,3199.018284775067,200,0.00037572264780912437,0.00187684974968505
gd,coupled,3618.4987596427504,10,0.007335581465772425,0.03601342163737642
gd,coupled,3618.4987596427504,50,0.0013407868020488076,0.006681512776111287
gd,coupled,3618.4987596427504,100,0.0006648891902631276,0.0033189260993867764
gd,coupled,3618.4987596427504,200,0.0003312849673870241,0.0016550537224803152
gd,coupled,4092.984818452442,10,0.006236520418834499,0.03070143903198841
gd,coupled,4092.984818452442,50,0.0011753483690609176,0.005859507574929479
gd,coupled,4092.984818452442,100,0.0005851860395108934,0.002921653835591842
gd,coupled,4092.984818452442,200,0.00029218862188365387,0.0014598764515509899
gd,coupled,4629.689226627268,10,0.005256288927751967,0.02593909319313692
gd,coupled,4629.689226627268,50,0.0010286021095735494,0.005129807912589657
gd,coupled,4629.689226627268,100,0.0005146173817300975,0.002569779358013724
gd,coupled,4629.689226627268,200,0.00025760421740526413,0.0012871919438955937
gd,coupled,5236.770544204655,10,0.00434166745752204,0.021474407136380047
gd,coupled,5236.770544204655,50,0.0008964030069532991,0.004471985794715416
gd,coupled,5236.770544204655,100,0.0004516083827694766,0.0022554944549955103
gd,coupled,5236.770544204655,200,0.00022687588512524987,0.0011337362605114976
gd,coupled,5923.4571458758055,10,0.0035745160061435655,0.0177138127396812
gd,coupled,5923.4571458758055,50,0.000780206408875459,0.0038934329035833493
gd,coupled,5923.4571458758055,100,0.0003960519284191095,0.001978300221580187
gd,coupled,5923.4571458758055,200,0.0001997464054494204,0.0009982334604162757
gd,coupled,6700.18750350959,10,0.00307426407316249,0.015253784618099675
gd,coupled,6700.18750350959,50,0.0006851938019844331,0.0034201070742833073
gd,coupled,6700.18750350959,100,0.0003489075705383579,0.001743017031046623
gd,coupled,6700.18750350959,200,0.0001762631916026663,0.0008809277131777149
gd,coupled,7578.76886362593,10,0.002795161959762264,0.013878601550633585
gd,coupled,7578.76886362593,50,0.0006090513371325636,0.0030406245946918986
gd,coupled,7578.76886362593,100,0.0003092651292677473,0.0015451307008476078
gd,coupled,7578.76886362593,200,0.0001560235420448561,0.0007798134975197657
gd,coupled,8572.556731909324,10,0.002539129447151468,0.012615397472943934
gd,coupled,8572.556731909324,50,0.00054122193977626,0.002702451484618562
gd,coupled,8572.556731909324,100,0.00027409080959807174,0.0013695154046911018
gd,coupled,8572.556731909324,200,0.00013809964430524504,0.0006902598824923833
gd,coupled,9696.65789314552,10,0.002185106105313606,0.010866063683893534
gd,coupled,9696.65789314552,50,0.0004755523061369814,0.002374936894957047
gd,coupled,9696.65789314552,100,0.0002415397370924165,0.001206969710903616
gd,coupled,9696.65789314552,200,0.00012188639760289349,0.0006092463220683797
gd,coupled,10968.16005273138,10,0.001677014034469919,0.008350013524034972
gd,coupled,10968.16005273138,50,0.00040713536835487225,0.0020336062569319413
gd,coupled,10968.16005273138,100,0.0002100495572378335,0.0010496964690123178
gd,coupled,10968.16005273138,200,0.00010685727086908577,0.0005341436488186524
gd,coupled,12406.391590588319,10,0.0009998261832508213,0.00498665605778037
gd,coupled,12406.391590588319,50,0.0003227106626743785,0.0016122522361050606
gd,coupled,12406.391590588319,100,0.00017528816404291343,0.0008760568581518413
gd,coupled,12406.391590588319,200,9.170017733891298e-05,0.00045839579124040686
gd,coupled,14033.215376054846,10,0.00039351851911497056,0.001965658154214567
gd,coupled,14033.215376054846,50,0.00020391686591947038,0.001019064730110597
gd,coupled,14033.215376054846,100,0.0001274079149978808,0.0006368367083724458
gd,coupled,14033.215376054846,200,7.283762549899325e-05,0.0003641218190604256
gd,coupled,15873.361110102087,10,0.0001010872093693192,0.000505308335575716
gd,coupled,15873.361110102087,50,7.965852721760483e-05,0.00039821332811007526
gd,coupled,15873.361110102087,100,6.297932966793724e-05,0.0003148470735957476
gd,coupled,15873.361110102087,200,4.4396869130574876e-05,0.00022195970896110584
gd,coupled,17954.80124687834,10,1.875342739531188e-05,9.376274098671367e-05
gd,coupled,17954.80124687834,50,1.7753208894912677e-05,8.876210488595326e-05
gd,coupled,17954.80124687834,100,1.6643632047074322e-05,8.321469770056211e-05
gd,coupled,17954.80124687834,200,1.4794418206489883e-05,7.396935517034464e-05
gd,coupled,20309.17620904739,10,2.664875696904514e-06,1.3324289720451077e-05
gd,coupled,20309.17620904739,50,2.6409714559066574e-06,1.320477010513521e-05
gd,coupled,20309.17620904739,100,2.6116875644789227e-06,1.3058352570483045e-05
gd,coupled,20309.17620904739,200,2.555025854120809e-06,1.2775047681712337e-05
gd,coupled,22972.27536071156,10,2.901671497923635e-07,1.4508346993791221e-06
gd,coupled,22972.27536071156,50,2.898440624275106e-07,1.4492192682569183e-06
gd,coupled,22972.27536071156,100,2.89441213108412e-07,1.4472050263725222e-06
gd,coupled,22972.27536071156,200,2.886388630349232e-07,1.4431932773284473e-06
gd,coupled,25984.581049292527,10,2.3580753661617956e-08,1.1790376286402449e-07
gd,coupled,25984.581049292527,50,2.3578337439310448e-08,1.178916805288921e-07
gd,coupled,25984.581049292527,100,2.3575320236697177e-08,1.178766045883961e-07
gd,coupled,25984.581049292527,200,2.35692819129388e-08,1.1784640319145723e-07
gd,coupled,29391.883986468903,10,1.3785507896924093e-09,6.892757475895905e-09
gd,coupled,29391.883986468903,50,1.3785398754600039e-09,6.892710846528871e-09
gd,coupled,29391.883986468903,100,1.3785328664370605e-09,6.892676207570503e-09
gd,coupled,29391.883986468903,200,1.3785082346591316e-09,6.8925467555658315e-09
gd,coupled,33245.97932270945,10,5.5539210815233506e-11,2.777087448890825e-10
gd,coupled,33245.97932270945,50,5.553920063818912e-11,2.7770852284447756e-10
gd,coupled,33245.97932270945,100,5.553918731551283e-11,2.7770852284447756e-10
gd,coupled,33245.97932270945,200,5.5539161780383273e-11,2.7770852284447756e-10
gd,coupled,37605.45399658176,10,1.47057125735424e-12,7.363887277733738e-12
gd,coupled,37605.45399658176,50,1.47057125735424e-12,7.363887277733738e-12
gd,coupled,37605.45399658176,100,1.47057125735424e-12,7.363887277733738e-12
gd,coupled,37605.45399658176,200,1.47057125735424e-12,7.363887277733738e-12
gd,coupled,42536.57732750392,10,2.508752465028231e-14,1.3034018309099338e-13
gd,coupled,42536.57732750392,50,2.508752465028231e-14,1.3034018309099338e-13
gd,coupled,42536.57732750392,100,2.508752465028231e-14,1.3034018309099338e-13
gd,coupled,42536.57732750392,200,2.508752465028231e-14,1.3034018309099338e-13
gd,coupled,48114.308390032646,10,1.384078037366028e-16,1.1102230246251565e-15
gd,coupled,48114.308390032646,50,1.384078037366028e-16,1.1102230246251565e-15
gd,coupled,48114.308390032646,100,1.384078037366028e-16,1.1102230246251565e-15
gd,coupled,48114.308390032646,200,1.384078037366028e-16,1.1102230246251565e-15
gd,coupled,54423.43548300272,10,-0.0,0.0
gd,coupled,54423.43548300272,50,-0.0,0.0
gd,coupled,54423.43548300272,100,-0.0,0.0
gd,coupled,54423.43548300272,200,-0.0,0.0
gd,coupled,61559.865014835144,10,-0.0,0.0
gd,coupled,61559.865014835144,50,-0.0,0.0
gd,coupled,61559.865014835144,100,-0.0,0.0
gd,coupled,61559.865014835144,200,-0.0,0.0
gd,coupled,69632.0793976389,10,-0.0,0.0
gd,coupled,69632.0793976389,50,-0.0,0.0
gd,coupled,69632.0793976389,100,-0.0,0.0
gd,coupled,69632.0793976389,200,-0.0,0.0
gd,coupled,78762.78611187064,10,-0.0,0.0
gd,coupled,78762.78611187064,50,-0.0,0.0
gd,coupled,78762.78611187064,100,-0.0,0.0
gd,coupled,78762.78611187064,200,-0.0,0.0
gd,coupled,89090.78300934142,10,-0.0,0.0
gd,coupled,89090.78300934142,50,-0.0,0.0
gd,coupled,89090.78300934142,100,-0.0,0.0
gd,coupled,89090.78300934142,200,-0.0,0.0
gd,coupled,100773.06820944618,10,-0.0,0.0
gd,coupled,100773.06820944618,50,-0.0,0.0
gd,coupled,100773.06820944618,100,-0.0,0.0
gd,coupled,100773.06820944618,200,-0.0,0.0
gd,coupled,113987.22666160525,10,-0.0,0.0
gd,coupled,113987.22666160525,50,-0.0,0.0
gd,coupled,113987.22666160525,100,-0.0,0.0
gd,coupled,113987.22666160525,200,-0.0,0.0
gd,coupled,128934.12965257157,10,-0.0,0.0
gd,coupled,128934.12965257157,50,-0.0,0.0
gd,coupled,128934.12965257157,100,-0.0,0.0
gd,coupled,128934.12965257157,200,-0.0,0.0
gd,coupled,145840.98829439864,10,-0.0,0.0
gd,coupled,145840.98829439864,50,-0.0,0.0
gd,coupled,145840.98829439864,100,-0.0,0.0
gd,coupled,145840.98829439864,200,-0.0,0.0
gd,coupled,164964.80740980207,10,-0.0,0.0
gd,coupled,164964.80740980207,50,-0.0,0.0
gd,coupled,164964.80740980207,100,-0.0,0.0
gd,coupled,164964.80740980207,200,-0.0,0.0
gd,coupled,186596.2923181746,10,-0.0,0.0
gd,coupled,186596.2923181746,50,-0.0,0.0
gd,coupled,186596.2923181746,100,-0.0,0.0
gd,coupled,186596.2923181746,200,-0.0,0.0
gd,coupled,211064.26791015547,10,-0.0,0.0
gd,coupled,211064.26791015547,50,-0.0,0.0
gd,coupled,211064.26791015547,100,-0.0,0.0
gd,coupled,211064.26791015547,200,-0.0,0.0
gd,coupled,238740.6771860647,10,-0.0,0.0
gd,coupled,238740.6771860647,50,-0.0,0.0
gd,coupled,238740.6771860647,100,-0.0,0.0
gd,coupled,238740.6771860647,200,-0.0,0.0
gd,coupled,270046.2352420682,10,-0.0,0.0
gd,coupled,270046.2352420682,50,-0.0,0.0
gd,coupled,270046.2352420682,100,-0.0,0.0
gd,coupled,270046.2352420682,200,-0.0,0.0
gd,coupled,305456.82465154317,10,-0.0,0.0
gd,coupled,305456.82465154317,50,-0.0,0.0
gd,coupled,305456.82465154317,100,-0.0,0.0
gd,coupled,305456.82465154317,200,-0.0,0.0
gd,coupled,345510.7294592218,10,-0.0,0.0
gd,coupled,345510.7294592218,50,-0.0,0.0
gd,coupled,345510.7294592218,100,-0.0,0.0
gd,coupled,345510.7294592218,200,-0.0,0.0
gd,coupled,390816.81775362644,10,-0.0,0.0
gd,coupled,390816.81775362644,50,-0.0,0.0
gd,coupled,390816.81775362644,100,-0.0,0.0
gd,coupled,390816.81775362644,200,-0.0,0.0
gd,coupled,442063.797202853,10,-0.0,0.0
gd,coupled,442063.797202853,50,-0.0,0.0
gd,coupled,442063.797202853,100,-0.0,0.0
gd,coupled,442063.797202853,200,-0.0,0.0
gd,coupled,500030.684249109,10,-0.0,0.0
gd,coupled,500030.684249109,50,-0.0,0.0
gd,coupled,500030.684249109,100,-0.0,0.0
gd,coupled,500030.684249109,200,-0.0,0.0
gd,coupled,565598.6461065002,10,-0.0,0.0
gd,coupled,565598.6461065002,50,-0.0,0.0
gd,coupled,565598.6461065002,100,-0.0,0.0
gd,coupled,565598.6461065002,200,-0.0,0.0
gd,coupled,639764.3955748423,10,-0.0,0.0
gd,coupled,639764.3955748423,50,-0.0,0.0
gd,coupled,639764.3955748423,100,-0.0,0.0
gd,coupled,639764.3955748423,200,-0.0,0.0
gd,coupled,723655.342286965,10,-0.0,0.0
gd,coupled,723655.342286965,50,-0.0,0.0
gd,coupled,723655.342286965,100,-0.0,0.0
gd,coupled,723655.342286965,200,-0.0,0.0
gd,coupled,818546.7307069021,10,-0.0,0.0
gd,coupled,818546.7307069021,50,-0.0,0.0
gd,coupled,818546.7307069021,100,-0.0,0.0
gd,coupled,818546.7307069021,200,-0.0,0.0
gd,coupled,925881.0253973946,10,-0.0,0.0
gd,coupled,925881.0253973946,50,-0.0,0.0
gd,coupled,925881.0253973946,100,-0.0,0.0
gd,coupled,925881.0253973946,200,-0.0,0.0
gd,coupled,1047289.8382363574,10,-0.0,0.0
gd,coupled,1047289.8382363574,50,-0.0,0.0
gd,coupled,1047289.8382363574,100,-0.0,0.0
gd,coupled,1047289.8382363574,200,-0.0,0.0
gd,coupled,1184618.7309026823,10,-0.0,0.0
gd,coupled,1184618.7309026823,50,-0.0,0.0
gd,coupled,1184618.7309026823,100,-0.0,0.0
gd,coupled,1184618.7309026823,200,-0.0,0.0
gd,coupled,1339955.26965934,10,-0.0,0.0
gd,coupled,1339955.26965934,50,-0.0,0.0
gd,coupled,1339955.26965934,100,-0.0,0.0
gd,coupled,1339955.26965934,200,-0.0,0.0
gd,coupled,1515660.7589006044,10,-0.0,0.0
gd,coupled,1515660.7589006044,50,-0.0,0.0
gd,coupled,1515660.7589006044,100,-0.0,0.0
gd,coupled,1515660.7589006044,200,-0.0,0.0
gd,coupled,1714406.135851972,10,-0.0,0.0
gd,coupled,1714406.135851972,50,-0.0,0.0
gd,coupled,1714406.135851972,100,-0.0,0.0
gd,coupled,1714406.135851972,200,-0.0,0.0
gd,coupled,1939212.572065831,10,-0.0,0.0
gd,coupled,1939212.572065831,50,-0.0,0.0
gd,coupled,1939212.572065831,100,-0.0,0.0
gd,coupled,1939212.572065831,200,-0.0,0.0
gd,coupled,2193497.3989050603,10,-0.0,0.0
gd,coupled,2193497.3989050603,50,-0.0,0.0
gd,coupled,2193497.3989050603,100,-0.0,0.0
gd,coupled,2193497.3989050603,200,-0.0,0.0
gd,coupled,2481126.0551377703,10,-0.0,0.0
gd,coupled,2481126.0551377703,50,-0.0,0.0
gd,coupled,2481126.0551377703,100,-0.0,0.0
gd,coupled,2481126.0551377703,200,-0.0,0.0
gd,coupled,2806470.846309839,10,-0.0,0.0
gd,coupled,2806470.846309839,50,-0.0,0.0
gd,coupled,2806470.846309839,100,-0.0,0.0
gd,coupled,2806470.846309839,200,-0.0,0.0
gd,coupled,3174477.4091091934,10,-0.0,0.0
gd,coupled,3174477.4091091934,50,-0.0,0.0
gd,coupled,3174477.4091091934,100,-0.0,0.0
gd,coupled,3174477.4091091934,200,-0.0,0.0
gd,coupled,3590739.891061055,10,-0.0,0.0
gd,coupled,3590739.891061055,50,-0.0,0.0
gd,coupled,3590739.891061055,100,-0.0,0.0
gd,coupled,3590739.891061055,200,-0.0,0.0
gd,coupled,4061585.9883769797,10,-0.0,0.0
gd,coupled,4061585.9883769797,50,-0.0,0.0
gd,coupled,4061585.9883769797,100,-0.0,0.0
gd,coupled,4061585.9883769797,200,-0.0,0.0
gd,coupled,4594173.134636477,10,-0.0,0.0
gd,coupled,4594173.134636477,50,-0.0,0.0
gd,coupled,4594173.134636477,100,-0.0,0.0
gd,coupled,4594173.134636477,200,-0.0,0.0
gd,coupled,5196597.302486197,10,-0.0,0.0
gd,coupled,5196597.302486197,50,-0.0,0.0
gd,coupled,5196597.302486197,100,-0.0,0.0
gd,coupled,5196597.302486197,200,-0.0,0.0
gd,coupled,5878016.072274912,10,-0.0,0.0
gd,coupled,5878016.072274912,50,-0.0,0.0
gd,coupled,5878016.072274912,100,-0.0,0.0
gd,coupled,5878016.072274912,200,-0.0,0.0
gd,coupled,6648787.838417263,10,-0.0,0.0
gd,coupled,6648787.838417263,50,-0.0,0.0
gd,coupled,6648787.838417263,100,-0.0,0.0
gd,coupled,6648787.838417263,200,-0.0,0.0
gd,coupled,7520629.269592407,10,-0.0,0.0
gd,coupled,7520629.269592407,50,-0.0,0.0
gd,coupled,7520629.269592407,100,-0.0,0.0
gd,coupled,7520629.269592407,200,-0.0,0.0
gd,coupled,8506793.416364154,10,-0.0,0.0
gd,coupled,8506793.416364154,50,-0.0,0.0
gd,coupled,8506793.416364154,100,-0.0,0.0
gd,coupled,8506793.416364154,200,-0.0,0.0
gd,coupled,9622271.173675135,10,-0.0,0.0
gd,coupled,9622271.173675135,50,-0.0,0.0
gd,coupled,9622271.173675135,100,-0.0,0.0
gd,coupled,9622271.173675135,200,-0.0,0.0
gd,coupled,10884019.160690054,10,-0.0,0.0
gd,coupled,10884019.160690054,50,-0.0,0.0
gd,coupled,10884019.160690054,100,-0.0,0.0
gd,coupled,10884019.160690054,200,-0.0,0.0
gd,coupled,12311217.482038897,10,-0.0,0.0
gd,coupled,12311217.482038897,50,-0.0,0.0
gd,coupled,12311217.482038897,100,-0.0,0.0
gd,coupled,12311217.482038897,200,-0.0,0.0
gd,coupled,13925561.28874462,10,-0.0,0.0
gd,coupled,13925561.28874462,50,-0.0,0.0
gd,coupled,13925561.28874462,100,-0.0,0.0
gd,coupled,13925561.28874462,200,-0.0,0.0
gd,coupled,15751590.570916213,10,-0.0,0.0
gd,coupled,15751590.570916213,50,-0.0,0.0
gd,coupled,15751590.570916213,100,-0.0,0.0
gd,coupled,15751590.570916213,200,-0.0,0.0
gd,coupled,17817063.195457324,10,-0.0,0.0
gd,coupled,17817063.195457324,50,-0.0,0.0
gd,coupled,17817063.195457324,100,-0.0,0.0
gd,coupled,17817063.195457324,200,-0.0,0.0
gd,coupled,20153376.859417353,10,-0.0,0.0
gd,coupled,20153376.859417353,50,-0.0,0.0
gd,coupled,20153376.859417353,100,-0.0,0.0
gd,coupled,20153376.859417353,200,-0.0,0.0
gd,coupled,22796046.37318982,10,-0.0,0.0
gd,coupled,22796046.37318982,50,-0.0,0.0
gd,coupled,22796046.37318982,100,-0.0,0.0
gd,coupled,22796046.37318982,200,-0.0,0.0
gd,coupled,25785243.528842766,10,-0.0,0.0
gd,coupled,25785243.528842766,50,-0.0,0.0
gd,coupled,25785243.528842766,100,-0.0,0.0
gd,coupled,25785243.528842766,200,-0.0,0.0
gd,coupled,29166407.760237068,10,-0.0,0.0
gd,coupled,29166407.760237068,50,-0.0,0.0
gd,coupled,29166407.760237068,100,-0.0,0.0
gd,coupled,29166407.760237068,200,-0.0,0.0
gd,coupled,32990936.877709426,10,-0.0,0.0
gd,coupled,32990936.877709426,50,-0.0,0.0
gd,coupled,32990936.877709426,100,-0.0,0.0
gd,coupled,32990936.877709426,200,-0.0,0.0
gd,coupled,37316968.377327554,10,-0.0,0.0
gd,coupled,37316968.377327554,50,-0.0,0.0
gd,coupled,37316968.377327554,100,-0.0,0.0
gd,coupled,37316968.377327554,200,-0.0,0.0
gd,coupled,42210263.20156903,10,-0.0,0.0
gd,coupled,42210263.20156903,50,-0.0,0.0
gd,coupled,42210263.20156903,100,-0.0,0.0
gd,coupled,42210263.20156903,200,-0.0,0.0
gd,coupled,47745205.38566131,10,-0.0,0.0
gd,coupled,47745205.38566131,50,-0.0,0.0
gd,coupled,47745205.38566131,100,-0.0,0.0
gd,coupled,47745205.38566131,200,-0.0,0.0
gd,coupled,54005932.78542374,10,-0.0,0.0
gd,coupled,54005932.78542374,50,-0.0,0.0
gd,coupled,54005932.78542374,100,-0.0,0.0
gd,coupled,54005932.78542374,200,-0.0,0.0
gd,coupled,61087616.0750504,10,-0.0,0.0
gd,coupled,61087616.0750504,50,-0.0,0.0
gd,coupled,61087616.0750504,100,-0.0,0.0
gd,coupled,61087616.0750504,200,-0.0,0.0
gd,coupled,69097905.45715645,10,-0.0,0.0
gd,coupled,69097905.45715645,50,-0.0,0.0
gd,coupled,69097905.45715645,100,-0.0,0.0
gd,coupled,69097905.45715645,200,-0.0,0.0
gd,coupled,78158567.0768409,10,-0.0,0.0
gd,coupled,78158567.0768409,50,-0.0,0.0
gd,coupled,78158567.0768409,100,-0.0,0.0
gd,coupled,78158567.0768409,200,-0.0,0.0
gd,coupled,88407334.01525062,10,-0.0,0.0
gd,coupled,88407334.01525062,50,-0.0,0.0
gd,coupled,88407334.01525062,100,-0.0,0.0
